TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	966803.0	961728.9	969362.9
2000000.0	1899173.0	1889241.4	1904267.3
3000000.0	2810158.5	2795464.0	2817620.2
4000000.0	3704335.5	3685068.6	3714163.7
5000000.0	4584345.0	4560608.5	4596484.3
6000000.0	5451786.0	5423676.3	5466203.6
7000000.0	6307779.0	6275393.5	6324425.0
8000000.0	7153155.5	7116579.4	7171990.3
9000000.0	7988562.0	7947881.9	8009537.9
10000000.0	8814511.5	8769806.9	8837590.7
11000000.0	9631437.0	9582779.2	9656569.4
12000000.0	10439694.5	10387156.1	10466847.7
13000000.0	11239598.0	11183244.8	11268732.3
14000000.0	12031428.5	11971311.9	12062489.6
15000000.0	12815402.0	12751598.5	12848356.2
16000000.0	13591743.5	13524311.2	13626554.5
17000000.0	14360642.0	14289647.8	14397278.0
18000000.0	15122272.5	15047781.9	15160702.2
19000000.0	15876802.5	15798875.0	15916988.7
20000000.0	16624382.0	16543073.7	16666293.3
21000000.0	17365148.0	17280520.8	17408754.4
22000000.0	18099237.0	18011346.9	18144507.0
23000000.0	18826769.0	18735674.6	18873675.8
24000000.0	19547865.5	19453620.8	19596372.3
25000000.0	20262636.5	20165293.4	20312715.3
26000000.0	20971184.0	20870798.1	21022807.9
27000000.0	21673615.0	21570235.4	21726756.5
28000000.0	22370024.5	22263704.6	22424651.9
29000000.0	23060505.0	22951292.4	23116592.4
30000000.0	23745146.5	23633090.1	23802667.8
31000000.0	24424052.5	24309184.9	24482961.2
32000000.0	25097294.5	24979657.3	25157562.1
33000000.0	25764950.0	25644586.5	25826545.4
34000000.0	26427112.5	26304050.9	26489994.6
35000000.0	27083849.0	26958126.8	27147984.3
36000000.0	27735228.5	27606885.5	27800590.0
37000000.0	28381320.0	28250397.4	28447889.1
38000000.0	29022195.0	28888732.8	29089959.8
39000000.0	29657919.5	29521959.1	29726855.5
40000000.0	30288563.5	30150140.0	30358643.7
41000000.0	30914187.0	30773340.9	30985388.7
42000000.0	31534856.5	31391623.2	31607153.2
43000000.0	32150630.5	32005050.1	32223998.6
44000000.0	32761572.0	32613678.4	32835987.2
45000000.0	33367738.9	33217620.6	33443178.7
46000000.0	33969189.9	33816903.6	34045654.5
47000000.0	34565980.8	34411563.9	34643459.3
48000000.0	35158167.1	35001656.2	35236638.8
49000000.0	35745803.0	35587234.5	35825247.4
50000000.0	36328941.8	36168351.3	36409338.8
51000000.0	36907635.7	36745058.3	36988965.5
52000000.0	37481940.4	37317406.4	37564179.0
53000000.0	38051867.3	37885445.4	38135029.9
54000000.0	38617474.0	38449224.2	38701567.9
55000000.0	39178832.7	39008790.8	39263841.7
56000000.0	39736003.1	39564192.5	39821899.2
57000000.0	40289094.2	40115475.8	40375787.7
58000000.0	40838081.1	40662686.3	40925553.3
59000000.0	41383008.9	41205868.8	41471241.6
60000000.0	41923922.4	41745067.5	42012897.4
61000000.0	42460865.3	42280325.9	42550564.8
62000000.0	42993880.9	42811686.6	43084286.9
63000000.0	43523011.5	43339191.8	43614106.5
64000000.0	44048299.0	43862882.9	44140067.9
65000000.0	44569782.4	44382800.5	44662218.8
66000000.0	45087484.6	44898985.0	45180591.5
67000000.0	45601465.2	45411475.6	45695226.1
68000000.0	46111763.7	45920311.5	46206161.9
69000000.0	46618418.7	46425531.0	46713437.8
70000000.0	47121468.6	46927171.8	47217092.0
71000000.0	47620950.9	47425271.2	47717162.2
72000000.0	48116902.7	47919865.8	48213685.6
73000000.0	48609360.6	48410991.9	48706698.7
74000000.0	49098360.6	48898685.1	49196237.6
75000000.0	49583938.3	49382980.5	49682237.8
76000000.0	50066128.7	49863912.8	50164816.7
77000000.0	50544966.4	50341516.2	50644023.9
78000000.0	51020478.5	50815824.2	51119893.7
79000000.0	51492657.7	51286870.2	51592459.5
80000000.0	51961584.9	51754687.0	52061754.7
81000000.0	52427292.6	52219306.8	52527812.1
82000000.0	52889813.4	52680761.5	52990663.8
83000000.0	53349178.9	53139082.5	53450341.9
84000000.0	53805420.6	53594301.0	53906972.2
85000000.0	54258569.7	54046447.6	54360539.0
86000000.0	54708656.7	54495552.3	54811029.3
87000000.0	55155711.8	54941645.2	55258474.1
88000000.0	55599764.9	55384755.5	55702903.9
89000000.0	56040887.4	55824912.3	56144348.9
90000000.0	56479096.7	56262144.3	56582838.8
91000000.0	56914393.3	56696479.8	57018402.9
92000000.0	57346805.7	57127946.7	57451070.1
93000000.0	57776361.9	57556572.6	57880868.5
94000000.0	58203070.9	57982384.7	58307825.8
95000000.0	58626972.2	58405409.8	58731969.4
96000000.0	59048025.7	58825674.6	59153326.0
97000000.0	59466326.8	59243205.2	59571921.7
98000000.0	59881901.8	59658027.4	59987782.4
99000000.0	60294776.4	60070166.9	60400933.8
100000000.0	60704976.2	60479648.9	60811400.9
101000000.0	61112526.3	60886498.2	61219208.5
102000000.0	61517451.7	61290739.5	61624387.0
103000000.0	61919776.9	61692397.2	62026962.1
104000000.0	62319526.3	62091495.1	62426950.8
105000000.0	62716723.8	62488057.1	62824376.8
106000000.0	63111393.1	62882106.5	63219263.8
107000000.0	63503527.3	63273666.6	63611634.9
108000000.0	63893149.6	63662760.1	64001513.4
109000000.0	64280309.7	64049409.7	64388921.9
110000000.0	64665030.1	64433637.6	64773945.1
111000000.0	65047333.0	64815466.0	65156791.4
112000000.0	65427240.4	65194916.7	65537239.0
113000000.0	65804773.9	65572011.0	65915309.6
114000000.0	66179955.0	65946770.5	66291024.7
115000000.0	66552804.8	66319216.0	66664421.1
116000000.0	66923344.4	66689368.3	67035513.8
117000000.0	67291594.3	67057248.0	67403937.8
118000000.0	67657575.1	67422875.4	67770021.5
119000000.0	68021254.9	67786270.5	68133849.4
120000000.0	68382564.9	68147453.2	68495452.3
121000000.0	68741705.7	68506443.1	68854836.4
122000000.0	69098654.4	68863259.4	69212021.5
123000000.0	69453430.1	69217921.4	69567027.0
124000000.0	69806051.9	69570448.1	69919872.1
125000000.0	70156538.7	69920858.0	70270575.6
126000000.0	70504909.1	70269169.7	70619156.5
127000000.0	70851240.4	70615401.5	70965633.1
128000000.0	71195775.0	70959571.5	71310023.9
129000000.0	71538262.1	71301697.6	71652347.0
130000000.0	71878719.9	71641797.3	71992771.6
131000000.0	72217166.2	71979888.2	72331505.5
132000000.0	72553619.7	72315987.6	72668238.0
133000000.0	72888634.3	72650112.5	73002986.4
134000000.0	73221704.4	72982279.9	73335768.0
135000000.0	73552847.2	73312506.4	73666622.3
136000000.0	73882079.5	73640808.6	73995563.6
137000000.0	74209152.8	73967202.8	74322590.1
138000000.0	74534205.2	74291705.1	74647718.4
139000000.0	74857381.4	74614331.6	74970964.6
140000000.0	75178697.4	74935098.0	75292345.1
141000000.0	75498105.2	75254019.9	75611875.7
142000000.0	75815392.8	75571112.9	75929572.2
143000000.0	76130860.3	75886392.2	76245208.7
144000000.0	76444319.3	76199872.9	76558705.6
145000000.0	76755905.7	76511570.0	76870397.2
146000000.0	77066289.8	76821498.3	77180298.5
147000000.0	77374921.1	77129672.5	77488459.2
148000000.0	77681814.5	77436106.9	77795067.8
149000000.0	77986978.1	77740816.0	78099934.3
150000000.0	78290039.9	78043813.9	78403072.7
151000000.0	78591558.9	78345114.6	78704497.3
152000000.0	78891630.9	78644732.0	79004222.1
153000000.0	79190049.0	78942679.8	79302261.0
154000000.0	79487286.0	79238971.6	79598627.5
155000000.0	79782482.4	79533620.9	79893335.3
156000000.0	80076743.5	79826640.9	80186397.8
157000000.0	80369409.8	80118044.7	80477828.2
158000000.0	80658994.2	80407845.4	80767639.8
159000000.0	80947198.8	80696055.9	81055845.4
160000000.0	81234865.9	80982688.9	81342485.7
161000000.0	81520985.5	81267757.0	81627552.9
162000000.0	81805570.4	81551272.7	81911545.8
163000000.0	82088633.2	81833248.4	82194055.8
164000000.0	82370186.3	82113696.2	82475039.0
165000000.0	82650241.9	82392628.3	82754530.1
166000000.0	82928760.8	82670056.6	83032692.7
167000000.0	83204468.0	82945993.0	83309496.1
168000000.0	83479237.8	83220449.2	83584829.1
169000000.0	83752998.2	83493436.8	83858703.4
170000000.0	84024496.7	83764967.3	84131130.8
171000000.0	84294823.2	84035052.1	84402122.8
172000000.0	84565048.1	84303702.4	84671690.8
173000000.0	84832884.4	84570929.3	84939849.1
174000000.0	85099024.8	84836744.0	85206608.2
175000000.0	85362611.4	85101157.3	85471976.8
176000000.0	85624794.3	85364180.0	85735965.8
177000000.0	85885584.1	85625822.8	85998586.2
178000000.0	86145322.9	85886096.3	86259848.6
179000000.0	86404167.6	86144158.5	86519763.6
180000000.0	86662101.2	86400577.9	86778341.8
181000000.0	86918699.3	86655646.5	87035593.4
182000000.0	87174065.7	86909374.6	87291528.9
183000000.0	87427744.6	87161772.3	87546158.3
184000000.0	87680493.3	87412849.6	87799491.7
185000000.0	87931941.3	87662616.6	88051539.2
186000000.0	88181458.8	87911082.9	88302310.5
187000000.0	88428867.9	88158258.4	88551815.4
188000000.0	88674993.7	88404152.8	88800063.6
189000000.0	88919737.8	88648775.5	89047064.6
190000000.0	89162607.0	88892136.0	89292828.0
191000000.0	89404916.9	89134218.1	89537363.0
192000000.0	89646882.0	89374979.7	89780679.0
193000000.0	89888461.4	89614506.3	90022785.1
194000000.0	90128837.1	89852806.8	90263690.5
195000000.0	90367638.5	90089890.2	90503404.1
196000000.0	90604759.4	90325765.6	90741934.9
197000000.0	90840691.7	90560441.8	90979291.6
198000000.0	91075444.1	90793927.5	91215483.0
199000000.0	91308812.4	91026231.4	91450517.8
200000000.0	91540885.7	91257362.2	91686403.2
201000000.0	91772759.7	91487328.3	91922011.1
202000000.0	92004130.6	91716138.2	92156546.3
203000000.0	92234374.9	91943800.3	92390017.2
204000000.0	92463501.0	92170322.8	92622432.0
205000000.0	92691516.8	92395714.0	92852993.7
206000000.0	92917697.6	92619981.9	93080034.8
207000000.0	93141880.9	92843134.7	93305981.0
208000000.0	93364591.5	93065180.4	93531055.2
209000000.0	93586205.8	93286126.7	93755538.9
210000000.0	93806731.4	93505981.7	93978956.5
211000000.0	94026176.3	93724752.9	94201315.6
212000000.0	94245068.3	93942448.2	94422623.9
213000000.0	94462964.7	94159075.1	94643542.5
214000000.0	94679805.7	94374422.2	94863451.0
215000000.0	94895598.9	94587345.4	95082338.7
216000000.0	95110171.6	94799210.0	95300212.6
217000000.0	95323550.5	95010023.3	95517079.8
218000000.0	95535901.7	95219792.8	95733085.4
219000000.0	95747003.6	95428525.7	95948139.5
220000000.0	95956887.9	95636229.1	96162209.3
221000000.0	96166391.1	95842910.1	96375468.0
222000000.0	96374898.0	96048576.0	96588601.5
223000000.0	96582415.8	96253233.6	96800779.2
224000000.0	96788951.2	96456889.8	97012007.7
225000000.0	96994511.2	96659551.7	97222293.5
226000000.0	97199102.3	96861226.0	97431642.8
227000000.0	97402731.5	97061919.4	97640062.0
228000000.0	97605405.2	97261638.6	97847557.3
229000000.0	97807130.0	97460390.4	98054134.9
230000000.0	98007912.6	97658181.2	98259800.8
231000000.0	98207759.3	97855017.6	98464561.2
232000000.0	98407486.1	98050906.0	98668422.0
233000000.0	98606845.9	98245853.0	98871389.2
234000000.0	98805104.2	98439864.7	99073468.7
235000000.0	99002554.1	98632947.6	99273361.9
236000000.0	99199106.1	98825107.9	99472319.6
237000000.0	99394766.2	99016351.7	99670399.5
238000000.0	99590633.1	99206685.2	99867607.4
239000000.0	99785975.3	99396114.4	100063949.2
240000000.0	99979730.5	99584645.5	100259430.6
241000000.0	100171610.8	99772284.4	100454057.3
242000000.0	100361464.5	99959037.0	100647835.0
243000000.0	100550456.4	100144909.2	100840769.2
244000000.0	100738592.2	100329906.8	101032865.5
245000000.0	100925877.8	100514035.7	101224129.5
246000000.0	101112318.7	100697301.4	101414566.4
247000000.0	101297920.6	100879709.8	101604181.9
248000000.0	101482689.1	101061266.5	101792981.1
249000000.0	101667212.5	101241976.9	101980969.5
250000000.0	101850979.0	101421846.8	102168152.2
251000000.0	102033716.7	101600881.4	102354534.5
252000000.0	102215354.2	101780688.4	102540121.6
253000000.0	102395806.2	101960090.3	102724918.5
254000000.0	102575447.8	102138529.9	102908930.4
255000000.0	102754288.7	102316165.0	103092162.3
256000000.0	102932334.1	102493000.6	103274619.1
257000000.0	103109589.3	102669687.8	103456305.9
258000000.0	103286059.3	102845729.8	103637227.5
259000000.0	103463042.8	103020994.5	103817442.2
260000000.0	103639617.2	103195486.9	103997435.1
261000000.0	103814421.5	103369211.9	104176683.0
262000000.0	103988226.0	103542174.4	104355190.6
263000000.0	104161274.7	103714379.4	104532962.5
264000000.0	104333572.7	103885831.7	104710003.4
265000000.0	104504776.9	104056536.0	104886389.4
266000000.0	104675017.3	104226497.3	105062094.6
267000000.0	104844518.4	104395720.1	105237082.8
268000000.0	105013285.0	104563352.4	105411358.6
269000000.0	105181321.8	104728920.4	105584926.2
270000000.0	105348633.3	104893753.6	105757790.0
271000000.0	105515224.1	105057856.7	105929954.4
272000000.0	105681098.9	105221234.3	106101621.0
273000000.0	105846872.1	105383891.0	106272855.6
274000000.0	106012717.9	105545831.3	106443404.1
275000000.0	106177864.6	105707059.6	106613270.4
276000000.0	106340882.0	105867580.6	106782458.8
277000000.0	106503005.7	106027398.5	106950973.3
278000000.0	106664755.7	106186517.8	107118817.9
279000000.0	106826323.4	106344942.8	107285996.7
280000000.0	106988518.3	106502677.8	107452513.6
281000000.0	107150204.7	106659727.2	107618372.5
282000000.0	107311227.2	106816095.1	107783577.3
283000000.0	107471072.3	106971785.9	107948131.9
284000000.0	107629174.7	107126803.6	108112040.2
285000000.0	107786619.1	107281152.4	108275306.0
286000000.0	107943409.5	107434836.4	108437933.0
287000000.0	108099549.8	107587859.7	108599924.9
288000000.0	108255044.1	107740226.5	108761285.6
289000000.0	108409896.4	107891940.5	108922018.7
290000000.0	108563926.0	108043006.0	109082127.8
291000000.0	108716930.8	108193426.8	109241616.6
292000000.0	108869302.4	108343206.8	109400488.6
293000000.0	109021044.7	108492350.0	109558747.5
294000000.0	109172161.4	108640860.1	109716396.8
295000000.0	109322656.3	108788741.1	109873440.0
296000000.0	109472533.2	108935996.8	110029880.6
297000000.0	109621795.9	109082630.8	110185722.1
298000000.0	109770448.0	109228647.0	110340967.9
299000000.0	109918493.1	109374049.1	110495621.3
300000000.0	110065935.0	109518840.7	110649685.8
301000000.0	110212777.2	109663025.6	110803164.8
302000000.0	110359023.3	109806607.3	110956061.5
303000000.0	110504676.9	109949589.4	111108379.2
304000000.0	110649741.4	110091975.5	111260121.3
305000000.0	110794220.4	110233769.3	111411291.0
306000000.0	110938117.4	110374974.1	111561891.5
307000000.0	111081435.8	110515593.4	111711926.0
308000000.0	111224179.0	110655630.9	111861397.7
309000000.0	111366350.4	110795089.7	112010309.8
310000000.0	111507953.4	110933973.5	112158665.3
311000000.0	111648991.3	111072285.6	112306467.4
312000000.0	111789467.4	111210029.3	112453719.2
313000000.0	111929385.1	111347208.0	112600423.7
314000000.0	112068747.5	111483825.0	112746583.9
315000000.0	112207557.9	111619883.5	112892203.0
316000000.0	112345819.5	111755386.9	113037283.8
317000000.0	112483535.5	111890338.3	113181829.3
318000000.0	112620709.2	112024741.1	113325842.5
319000000.0	112757343.5	112158598.3	113469326.3
320000000.0	112893441.7	112291913.1	113612283.6
321000000.0	113029006.8	112424688.7	113754717.3
322000000.0	113164547.6	112556928.2	113896630.3
323000000.0	113300277.6	112688634.7	114038025.3
324000000.0	113435486.3	112819811.2	114178905.3
325000000.0	113570176.7	112950460.9	114319273.0
326000000.0	113704351.8	113080586.6	114459131.1
327000000.0	113838014.4	113210191.5	114598482.5
328000000.0	113971167.5	113339278.5	114737329.8
329000000.0	114104446.8	113467850.6	114875675.9
330000000.0	114237259.2	113595910.7	115013523.3
331000000.0	114369571.7	113723461.7	115150874.8
332000000.0	114501387.0	113850506.5	115287733.1
333000000.0	114632708.0	113977048.0	115424100.7
334000000.0	114763537.4	114103089.0	115559980.3
335000000.0	114893877.9	114228632.4	115695374.5
336000000.0	115023732.4	114353681.0	115830285.9
337000000.0	115153103.4	114478237.6	115964717.0
338000000.0	115281771.0	114602304.9	116098670.4
339000000.0	115409317.6	114725885.7	116232148.6
340000000.0	115536388.3	114848982.7	116365154.2
341000000.0	115662986.1	114971598.6	116497689.6
342000000.0	115789113.3	115093736.2	116629757.2
343000000.0	115914772.7	115215398.0	116761359.6
344000000.0	116039966.8	115336586.8	116892499.3
345000000.0	116164698.2	115457305.1	117023178.5
346000000.0	116288969.5	115577555.7	117153399.8
347000000.0	116412783.0	115697341.0	117283165.4
348000000.0	116536141.5	115816663.6	117412477.9
349000000.0	116659047.3	115935526.2	117541339.5
350000000.0	116781502.9	116053931.3	117669752.6
351000000.0	116903510.8	116171881.3	117797719.6
352000000.0	117025073.3	116289378.7	117925242.6
353000000.0	117146193.0	116406426.2	118052324.0
354000000.0	117266872.3	116523026.1	118178966.2
355000000.0	117387113.4	116639180.8	118305171.3
356000000.0	117506918.8	116754892.9	118430941.6
357000000.0	117626290.9	116870164.7	118556279.3
358000000.0	117745231.9	116984998.6	118681186.6
359000000.0	117863744.1	117099397.1	118805665.8
360000000.0	117981830.0	117213362.4	118929719.0
361000000.0	118099491.7	117326897.0	119053348.5
362000000.0	118216731.5	117440003.1	119176556.2
363000000.0	118333551.7	117552683.1	119299344.5
364000000.0	118449954.5	117664939.2	119421715.3
365000000.0	118565942.1	117776773.8	119543670.9
366000000.0	118681516.8	117888189.2	119665213.4
367000000.0	118796680.7	117999187.5	119786344.7
368000000.0	118911436.0	118109771.1	119907067.0
369000000.0	119025784.8	118219942.0	120027382.4
370000000.0	119139729.4	118329702.7	120147292.8
371000000.0	119253271.7	118439055.1	120266800.3
372000000.0	119366414.0	118548001.6	120385907.0
373000000.0	119479739.7	118656544.2	120504614.7
374000000.0	119592885.8	118764685.2	120622925.6
375000000.0	119705638.4	118872426.6	120740841.6
376000000.0	119817999.6	118979770.5	120858364.6
377000000.0	119929971.3	119086719.2	120975496.6
378000000.0	120041555.5	119192671.7	121092239.6
379000000.0	120152754.4	119298114.1	121208595.4
380000000.0	120263569.8	119403164.6	121324565.9
381000000.0	120374003.8	119507825.3	121440153.2
382000000.0	120484058.2	119612098.1	121555359.0
383000000.0	120593735.1	119715985.2	121670185.2
384000000.0	120703036.4	119819488.5	121784633.7
385000000.0	120811963.9	119922610.1	121898706.3
386000000.0	120920519.7	120025351.8	122012404.9
387000000.0	121028705.5	120127715.8	122125731.3
388000000.0	121136523.4	120229703.8	122238687.3
389000000.0	121243975.0	120331260.9	122351274.7
390000000.0	121351062.4	120432393.0	122463495.3
391000000.0	121457787.3	120533154.6	122575350.9
392000000.0	121564151.6	120633547.7	122686869.3
393000000.0	121670157.1	120733574.0	122798051.6
394000000.0	121775805.6	120833235.6	122908874.0
395000000.0	121881098.8	120932534.2	123019338.3
396000000.0	121986038.7	121031471.8	123129446.2
397000000.0	122090626.9	121130050.1	123239199.3
398000000.0	122194958.9	121228271.0	123348599.5
399000000.0	122299061.1	121326136.4	123457648.3
400000000.0	122402818.8	121423648.0	123566347.5
401000000.0	122506233.5	121520807.6	123674698.6
402000000.0	122609307.0	121617617.1	123782703.5
403000000.0	122712041.1	121714078.2	123890363.7
404000000.0	122814437.4	121809973.1	123997680.9
405000000.0	122916497.5	121905100.5	124104656.7
406000000.0	123018223.1	121999883.6	124211292.6
407000000.0	123119615.9	122094324.1	124317590.4
408000000.0	123220677.6	122188423.9	124423551.6
409000000.0	123321409.6	122282184.6	124529177.8
410000000.0	123421813.7	122375607.8	124634470.6
411000000.0	123521891.4	122468695.4	124739431.6
412000000.0	123621644.3	122561449.0	124844062.2
413000000.0	123721074.1	122653870.2	124948364.1
414000000.0	123820182.3	122745960.7	125052338.7
415000000.0	123918970.4	122837722.2	125155987.7
416000000.0	124017440.1	122929156.3	125259312.5
417000000.0	124115592.8	123020264.6	125362314.7
418000000.0	124213430.0	123111048.8	125464995.7
419000000.0	124310953.4	123201510.4	125567357.0
420000000.0	124408215.2	123291651.1	125669400.1
421000000.0	124505317.1	123381472.4	125771126.6
422000000.0	124602108.0	123470975.9	125872537.8
423000000.0	124698113.4	123560163.2	125973635.2
424000000.0	124793388.2	123649035.9	126074420.2
425000000.0	124888355.4	123737595.4	126174894.3
426000000.0	124983016.4	123825843.4	126275059.0
427000000.0	125077372.7	123913781.3	126374915.6
428000000.0	125171425.6	124001410.7	126474465.5
429000000.0	125265176.7	124088733.1	126573710.2
430000000.0	125358627.5	124175749.9	126672651.0
431000000.0	125451779.2	124262462.7	126771289.4
432000000.0	125544633.5	124348873.0	126869626.6
433000000.0	125637191.6	124434982.2	126967664.2
434000000.0	125729454.9	124520791.8	127065403.3
435000000.0	125821425.0	124606303.2	127162845.5
436000000.0	125913103.1	124691880.1	127259992.0
437000000.0	126004490.6	124777852.2	127356844.2
438000000.0	126095588.9	124863531.6	127453403.3
439000000.0	126186399.4	124948919.9	127549670.8
440000000.0	126276923.4	125034018.3	127645647.9
441000000.0	126367162.2	125118828.4	127741336.0
442000000.0	126457117.3	125203351.6	127836736.2
443000000.0	126546789.9	125287589.0	127931850.0
444000000.0	126636824.7	125371542.3	128026678.6
445000000.0	126726982.8	125455212.6	128121223.3
446000000.0	126816863.6	125538601.3	128215485.3
447000000.0	126906468.6	125621709.9	128309466.0
448000000.0	126995798.9	125704539.5	128403166.4
449000000.0	127084855.9	125787091.6	128496588.0
450000000.0	127173640.7	125869367.5	128589731.9
451000000.0	127262154.6	125951368.4	128682599.4
452000000.0	127350398.9	126033095.7	128775191.6
453000000.0	127438374.8	126114550.7	128867509.9
454000000.0	127526083.5	126195734.6	128959555.3
455000000.0	127613526.2	126276648.7	129051329.2
456000000.0	127700704.1	126357294.3	129142832.7
457000000.0	127787618.5	126437672.6	129234067.0
458000000.0	127874270.6	126517785.0	129325033.2
459000000.0	127960661.4	126597632.6	129415732.6
460000000.0	128046792.2	126677216.6	129506166.3
461000000.0	128132664.2	126756538.4	129596335.5
462000000.0	128218278.6	126835599.2	129686241.3
463000000.0	128303636.4	126914400.0	129775884.8
464000000.0	128388738.9	126992942.3	129865267.3
465000000.0	128473587.1	127071227.1	129954389.9
466000000.0	128558182.3	127149255.7	130043253.5
467000000.0	128642525.5	127227029.2	130131859.5
468000000.0	128726618.0	127304548.9	130220208.9
469000000.0	128810460.7	127381815.8	130308302.8
470000000.0	128894054.8	127458831.2	130396142.4
471000000.0	128977261.6	127535596.2	130483728.6
472000000.0	129059687.8	127612112.1	130571062.6
473000000.0	129141868.1	127688379.8	130658145.5
474000000.0	129223803.5	127764400.6	130744978.4
475000000.0	129305495.3	127840175.6	130831562.3
476000000.0	129386944.4	127915705.9	130917898.3
477000000.0	129468151.9	127990992.6	131003987.4
478000000.0	129549119.0	128066036.9	131089830.8
479000000.0	129629846.6	128140839.9	131175429.4
480000000.0	129710335.9	128215402.6	131260784.3
481000000.0	129790587.8	128289726.1	131345896.5
482000000.0	129870603.5	128363811.6	131430767.0
483000000.0	129950383.9	128437660.1	131515397.0
484000000.0	130029930.1	128511272.6	131599787.3
485000000.0	130109243.1	128584650.4	131683939.0
486000000.0	130188324.0	128657794.3	131767853.2
487000000.0	130267173.7	128730705.5	131851530.7
488000000.0	130345780.3	128803385.0	131934972.7
489000000.0	130423855.7	128875833.9	132018180.0
490000000.0	130501703.7	128948053.2	132101153.7
491000000.0	130579325.1	129020043.9	132183894.8
492000000.0	130656721.1	129091807.0	132266404.2
493000000.0	130733892.6	129163343.7	132348682.9
494000000.0	130810840.5	129234654.8	132430731.9
495000000.0	130887565.9	129305741.3	132512552.1
496000000.0	130964069.7	129376604.4	132594144.4
497000000.0	131040352.8	129447245.0	132675509.9
498000000.0	131116416.3	129517664.0	132756649.4
499000000.0	131192260.9	129587862.5	132837563.9
500000000.0	131267887.8	129657841.5	132918254.3
501000000.0	131343297.8	129727601.8	132998721.6
502000000.0	131418491.9	129797144.6	133078966.6
503000000.0	131493470.9	129866470.6	133158990.4
504000000.0	131568235.9	129935581.0	133238793.7
505000000.0	131642787.6	130004476.6	133318377.5
506000000.0	131717127.1	130073158.4	133397742.7
507000000.0	131791255.2	130141627.3	133476890.2
508000000.0	131865172.8	130209884.3	133555820.9
509000000.0	131938880.8	130277930.3	133634535.6
510000000.0	132012380.2	130345766.2	133713035.4
511000000.0	132085825.1	130413393.0	133791320.9
512000000.0	132159236.3	130480811.5	133869393.1
513000000.0	132232442.0	130548022.7	133947253.0
514000000.0	132305443.2	130615027.4	134024901.2
515000000.0	132378240.7	130681826.6	134102338.7
516000000.0	132450835.3	130748421.1	134179566.4
517000000.0	132523227.9	130814811.9	134256585.1
518000000.0	132595419.3	130880999.9	134333395.6
519000000.0	132667410.4	130946985.8	134409998.7
520000000.0	132739202.0	131012770.6	134486395.4
521000000.0	132810794.9	131078355.2	134562586.4
522000000.0	132882190.0	131143740.4	134638572.6
523000000.0	132953388.1	131208927.0	134714354.8
524000000.0	133024390.0	131273916.0	134789933.8
525000000.0	133095196.5	131338708.2	134865310.4
526000000.0	133165808.4	131403304.3	134940485.4
527000000.0	133236226.5	131467705.4	135015459.6
528000000.0	133306451.6	131531912.1	135090233.9
529000000.0	133376484.5	131595925.4	135164809.0
530000000.0	133446326.1	131659746.0	135239185.8
531000000.0	133515977.0	131723355.6	135313364.9
532000000.0	133585438.0	131786764.6	135387347.2
533000000.0	133654710.1	131849983.6	135461133.5
534000000.0	133723793.8	131913013.3	135534724.6
535000000.0	133792690.0	131975854.6	135608121.1
536000000.0	133861399.4	132038508.3	135681324.0
537000000.0	133929922.9	132100975.1	135754333.9
538000000.0	133998261.1	132163255.8	135827151.5
539000000.0	134066414.8	132225351.3	135899777.8
540000000.0	134134384.7	132287262.3	135972213.4
541000000.0	134202171.7	132348989.7	136044459.0
542000000.0	134269776.4	132410534.0	136116515.4
543000000.0	134337199.6	132471896.3	136188383.4
544000000.0	134404442.0	132533077.1	136260063.7
545000000.0	134471504.3	132594077.3	136331556.9
546000000.0	134538387.2	132654897.6	136402863.9
547000000.0	134605091.6	132715538.8	136473985.4
548000000.0	134671618.0	132776001.6	136544922.0
549000000.0	134737967.3	132836286.7	136615674.6
550000000.0	134804140.0	132896395.0	136686243.8
551000000.0	134870137.0	132956327.1	136756630.3
552000000.0	134935958.8	133016083.9	136826834.8
553000000.0	135001606.3	133075665.9	136896858.0
554000000.0	135067080.1	133135073.9	136966700.7
555000000.0	135132380.9	133194308.7	137036363.5
556000000.0	135197509.4	133253371.0	137105847.2
557000000.0	135262466.2	133312261.4	137175152.3
558000000.0	135327252.1	133370980.8	137244279.6
559000000.0	135391867.7	133429529.7	137313229.8
560000000.0	135456313.6	133487909.0	137382003.6
561000000.0	135520590.7	133546119.2	137450601.6
562000000.0	135584699.4	133604161.2	137519024.4
563000000.0	135648640.6	133662035.5	137587272.9
564000000.0	135712414.7	133719742.9	137655347.5
565000000.0	135776022.6	133777284.1	137723249.1
566000000.0	135839464.8	133834659.7	137790978.2
567000000.0	135902497.6	133891870.4	137858535.5
568000000.0	135965321.7	133948916.9	137925921.7
569000000.0	136027981.7	134005799.8	137993137.3
570000000.0	136090478.3	134062519.9	138060183.1
571000000.0	136152812.1	134119077.8	138127059.7
572000000.0	136214983.8	134175474.1	138193767.7
573000000.0	136276994.0	134231709.5	138260307.7
574000000.0	136338843.3	134287784.6	138326680.4
575000000.0	136400532.3	134343700.2	138392886.5
576000000.0	136462061.8	134399456.8	138458926.5
577000000.0	136523432.2	134455055.1	138524801.1
578000000.0	136584644.2	134510495.7	138590510.8
579000000.0	136645698.4	134565779.2	138656056.3
580000000.0	136706595.4	134620906.4	138721438.3
581000000.0	136767335.9	134675877.8	138786657.3
